training_ents,volume,line,text,title,imprint,author,pub_date,pub_place,ht_bib_key,oclc_num,isbn,lccn,from_library,digitized_by,ht_catalog_url,ht_handle,,,,,,,,,,
"the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation || the Bush Foundation || the Andrew W. Mellon Foundation || the McKnight Foundation || the General Mills Foundation || the St. Paul Companies",uc1.32106014021551,15,"new & selected poems EAMON GRENNAN Graywolf Press ST. PAUL, MINNESOTA Timing in map of Santa Cruz 1900 Copyright © 1998 by Eamon Grennan Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Significant support has also been provided by Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation, the Bush Foundation, the Andrew W. Mellon Foundation, the McKnight Foundation, the General Mills Foundation, the St. Paul Companies, and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org Published in the United States of America ISBN 1-55597-280-2 2 4 6 8 9 7 5 3 1 First Graywolf Printing, 1998",Relations : new & selected poems / Eamon Grennan,"Graywolf Press, c1998","Grennan, Eamon, 1941-",1998,mnu,7136368,39934839,"15,559,728,029,781,500,000,000",98084456,universityofcalifornia,google,https://catalog.hathitrust.org/Record/7136368,https://hdl.handle.net/2027/uc1.32106014021551,,,,,,,,,,
"the Elmer L. and Eleanor J. Andersen Foundation || James Ford Bell Foundation || Bush Founda-tion || General Mills Foundation || Honeywell Foundation || Jerome Foundation || McKnight Foundation || Minnesota State Arts Board || the Minnesota State Legislature || Norwest Foundation on behalf of Norwest Bank Minnesota || Lawrence and Elizabeth Ann O'Shaughnessy Charitable Income Trust in honor of Lawrence M. O'Shaughnessy || Oswald Family Foundation || Ritz Foundation on behalf of Mr. and Mrs. E. J. Phelps Jr. || John and Beverly Rollwagen Fund of the Minneapolis Foundation || St. Paul Companies, Inc. || Star Tribune Foundation || Target Foundation on behalf of Dayton's, Mervyn's California and Target Stores || U.S. Bancorp Piper Jaffray Foundation on behalf of U.S. Bancorp Piper Jaffray",mdp.39015050121329,8,"© 2000, Selection and arrangement by Laure-Anne Bosselaar. Each poet holds copyright
821.2 to her or his contribution. Contributor acknowledgments begin on p. 247.
© 2000, Cover art and interior illustrations by Fran Gregory
All rights reserved. Except for brief quotations in critical articles or reviews, no part of
this book may be reproduced in any manner without prior written permission from the
publisher: Milkweed Editions, 1011 Washington Avenue South, Suite 300, Minneapolis,
MN 55415. (800) 520-6455. www.milkweed.org / www.worldashome.org
173
Published 2000 by Milkweed Editions
Printed in the United States of America
Cover design by www.redletterdesign.com
Cover art and interior illustrations by Fran Gregory
Interior design by Elizabeth Cleveland
The text of this book is set in Charlotte and Tiepolo.
00 01 02 03 04 5 4 3 2 1
First Edition
Milkweed Editions, a nonprofit publisher, gratefully acknowledges support from the
Elmer L. and Eleanor J. Andersen Foundation; James Ford Bell Foundation; Bush Founda-
tion; General Mills Foundation; Honeywell Foundation; Jerome Foundation; McKnight
Foundation; Minnesota State Arts Board through an appropriation by the Minnesota
State Legislature; Norwest Foundation on behalf of Norwest Bank Minnesota; Lawrence
and Elizabeth Ann O'Shaughnessy Charitable Income Trust in honor of Lawrence M.
O'Shaughnessy; Oswald Family Foundation; Ritz Foundation on behalf of Mr. and Mrs.
E. J. Phelps Jr.; John and Beverly Rollwagen Fund of the Minneapolis Foundation; St. Paul
Companies, Inc.; Star Tribune Foundation; Target Foundation on behalf of Dayton's,
Mervyn's California and Target Stores; U.S. Bancorp Piper Jaffray Foundation on behalf
of U.S. Bancorp Piper Jaffray; and generous individuals.
Library of Congress Cataloging-in-Publication Data
Urban nature : poems about wildlife in the city / edited by Laure-Anne Bosselaar.- 1st ed.
p. cm.
ISBN 1-57131-410-5
1. Nature-Poetry. 2. City and town life—Poetry. 3. Human ecology-Poetry.
4. Urban ecology-Poetry. 5. American poetry—20th century. I. Bosselaar,
Laure-Anne, 1943-
PS 595.N22 U63 2000
811'.54080321732-dc21
99-049399
This book is printed on acid-free, recycled paper.",Urban nature : poems about wildlife in the city / edited by Laure-Anne Bosselaar.,"Milkweed Editions, 2000.",,2000,mnu,4113102,42476737,"15,713,141,059,781,500,000,000",99049399,umich,google,https://catalog.hathitrust.org/Record/4113102,https://hdl.handle.net/2027/mdp.39015050121329,,,,,,,,,,
"the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Target, Marshall Field's and Mervyn's with support from the Target Foundation || the McKnight Foundation || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD || the Jerome Foundation",mdp.39015061103746,23,"Graywolf Press Saint Paul, Minnesota GRAD 828 549172n Copyright © 2004 by Vijay Seshadri Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; Target, Marshall Field's and Mervyn's with support from the Target Foundation; the McKnight Foundation; and other gen- erous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Elv.lv: 1 NATIONAL ENDOWMENT FOR THE ARTS MINNESOTA STATE ARTS BOARD Special funding for this title has been provided by the Jerome Foundation. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved.",The Long meadow : poems / by Vijay Seshadri.,"Graywolf Press, c2004.","Seshadri, Vijay.",2004,mnu,4377670,54829727,"15,559,740,079,781,500,000,000",,umich,google,https://catalog.hathitrust.org/Record/4377670,https://hdl.handle.net/2027/mdp.39015061103746,,,,,,,,,,
"the Min- nesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Target, Marshall Field's and Mervyn's with support from the Target Foundation || the McKnight Foundation || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD",mdp.39015058079966,20,"Tony Hoagland Graywolf Press Saint Paul, Minnesota 828 H6774 wh Copyright © 2003 by Tony Hoagland Publication of this volume is made possible in part by a grant provided by the Min- nesota State Arts Board, through an appropriation by the Minnesota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; Target, Marshall Field's and Mervyn's with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foun- dations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. volu.lv.lv . NATIONAL ENDOWMENT FOR THE ARTS MINNESOTA STATE ARTS BOARD Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved.",What narcissism means to me / Tony Hoagland,"Graywolf Press, c2003.","Hoagland, Tony.",2003,mnu,4351742,53437665,"15,559,738,689,781,500,000,000",,umich,google,https://catalog.hathitrust.org/Record/4351742,https://hdl.handle.net/2027/mdp.39015058079966,,,,,,,,,,
"the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Target, Marshall Field's and Mervyn's with support from the Target Foundation || the McKnight Foundation || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD || the Literary Arts Institute of the College of St. Benedict || the DeWitt and Caroline Van Evera Foundation || the Lee and Rose Warner Foundation",mdp.39015060064600,24,"Grad PS 3563. A256 W43 Copyright © 2004 by Clint McCown 2014 Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts, which believes that a great nation deserves great art. Significant support has also been provided by the Bush Foundation; Target, Marshall Field's and Mervyn's with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Iv.. NATIONAL ENDOWMENT FOR THE ARTS MINNESOTA STATE ARTS BOARD Graywolf Press acknowledges the generous support from the Literary Arts Institute of the College of St. Benedict along with the assistance of the DeWitt and Caroline Van Evera Foundation and the Lee and Rose Warner Foundation.",The weatherman: a novel / by Clint McCown,"Graywolf Press, c2004","McCown, Clint, 1952-",2004,mnu,4753454,56406172,"15,559,740,589,781,500,000,000",2004104185,umich,google,https://catalog.hathitrust.org/Record/4753454,https://hdl.handle.net/2027/mdp.39015060064600,,,,,,,,,,
the First Bank System Foundation || the Arts Development Fund of the United Arts Council || the McKnight Foundation,mdp.39015013969947,13,"GE) New Rivers Abroad NEW RIVERS PRESS %2 2 T-3 a 5 sh Copyright © 1989 by Nadja Tesich Library of Congress Catalog Card Number: 88-62982 ISBN 0-89823-108-6 All rights reserved Front Cover Painting, “Red Horses,” by S. Gall (from a private collection) Author Photograph by Nat Boxer Typesetting and Design by Peregrine Publications, Inc. Edited by Vivian Vie Balfour The author would like to thank the MacDowell Colony where she started this book and Yaddo where she finished it. And Dean, as always. Shadow Partisan was published with the aid of grants from the First Bank System Foundation and the Arts Development Fund of the United Arts Council (with support from the McKnight Foundation). New Rivers Press books are distributed by The Talman Company 150-5th Avenue New York, NY 10011 Shadow Partisan has been published in a first edition of 3000 copies by New Rivers Press (C. W. Truesdale, Editor/Publisher), 1602 Selby Ave., St. Paul, MN 55104.",Shadow partisan : a novella / by Nadja Tesich.,"New Rivers Press ; Distributed by Talman, c1989.","Tesich, Nadja.",1989,mnu,2170599,19365478,"8,982,310,869,780,890,000,000",88062982,umich,google,https://catalog.hathitrust.org/Record/2170599,https://hdl.handle.net/2027/mdp.39015013969947,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Target and Mervyn's with support from the Target Foundation || the McKnight Foundation || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD,mdp.39015061190230,28,"GRAD 3563 -973486 154 2005 Copyright © 2005 by Jim Moore Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts, which believes that a great nation deserves great art. Significant support has also been provided by the Bush Foundation; Target and Mervyn's with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. tu NATIONAL ENDOWMENT FOR THE ARTS MINNESOTA STATE ARTS BOARD Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org",Lightning at dinner : poems / by Jim Moore.,"Graywolf Press, c2005.","Moore, James, 1943-",2005,mnu,5059465,61227228,"15,559,742,529,781,500,000,000",2004116117,umich,google,https://catalog.hathitrust.org/Record/5059465,https://hdl.handle.net/2027/mdp.39015061190230,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Marshall Field's Project Imagine with support from the Target Foundation || the McKnight Foundation,mdp.39015055859360,40,"Graywolf Press SAINT PAUL, MINNESOTA 828 577930 577 Copyright © 2002 by Kim Stafford Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature, a grant from the Wells Fargo Foundation Minnesota, and a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; Marshall Field's Project Imagine with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foundations, corporations, and individuals. To these organizations and indi- viduals we offer our heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org Published in the United States of America Printed in Canada ISBN 1-55597-372-8 2 4 6 8 9 7 5 3 I First Graywolf Printing, 2002 Library of Congress Control Number: 2002102959","Early morning : remembering my father, William Stafford / Kim Stafford.","Graywolf Press, c2002.","Stafford, Kim Robert.",2002,mnu,4282213,50904147,"15,559,737,289,781,500,000,000",2002102959,umich,google,https://catalog.hathitrust.org/Record/4282213,https://hdl.handle.net/2027/mdp.39015055859360,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Andrew W. Mellon Foundation || the Lila Wallace- Reader's Digest Fund || the McKnight Foundation,mdp.39015041101182,55,"Mary Leader UNIVERSITY OF MICHIGAN LIBRARIES GRAY WOLF PRESS 828 24345re. Copyright © 1997 by Mary Leader Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Significant additional support has been provided by the Andrew W. Mellon Foundation, the Lila Wallace- Reader's Digest Fund, the McKnight Foundation, and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals who make our work possible, we offer heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. Published in the United States of America ISBN 1-55597-255-1 2 4 6 8 9 7 5 3 1 First Graywolf Printing, 1997 Library of Congress Catalog Card Number: 96-78741 Cover Painting: Franz Marc, Grazing Horses IV (The Red Horses), 1911,",Red signature : poems / by Mary Leader.,"Graywolf Press, c1997.","Leader, Mary.",1997,mnu,3165861,36781947,"15,559,725,519,781,500,000,000",96078741,umich,google,https://catalog.hathitrust.org/Record/3165861,https://hdl.handle.net/2027/mdp.39015041101182,,,,,,,,,,
the Minnesota State Arts Board || the National Endowment for the Arts || United Arts,mdp.39015020840149,25,"AMERICAN CULTURE BY DANA GIOIA GRAY WOLF PRESS • SAINT PAUL 808.1 G497 ca Copyright © 1992 by Dana Gioia Grateful acknowledgment is made to the editors of the periodicals in which these essays, many of which have been revised for book publication, were first published: the Atlantic, the Nation, the Hudson Review, the Kenyon Review, Poetry, the Ontario Review, Verse, the Southern Review, Antioch Review, Nebo, On Common Ground, AWP Newsletter, and the New York Times Book Review. This publication is made possible in part by grants from the Minnesota State Arts Board and the National Endowment for the Arts, as well as by generous contributions from corporations, foundations, and individuals. Graywolf Press is a member agency of United Arts, Saint Paul. Published by GRAYWOLF PRESS 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. 9 8 7 6 5 4 3 First printing, 1992 2 Library of Congress Cataloging-in-Publication Data Gioia, Dana.",Can poetry matter? : essays on poetry and culture / by Dana Gioia.,"Graywolf Press, c1992.","Gioia, Dana.",1992,mnu,2602537,25676449,"15,559,717,689,781,500,000,000",92010550,umich,google,https://catalog.hathitrust.org/Record/2602537,https://hdl.handle.net/2027/mdp.39015020840149,,,,,,,,,,
"the Jerome Foundation || the North Dakota Council on the Arts || Dayton's, Mervyn's California, and Target Stores by the Dayton Hudson Foundation || the General Mills Foundation || the McKnight Foundation || the Star Tribune Foundation || NORTH DAKOTA COUNCIL ON THE ARTS || NATIONAL ENDOWMENT FOR THE ARTS",mdp.39015048926821,6,"898.
M134431a,
© 1999 by Bill McDonald. All rights reserved
First edition
Library of Congress Catalog Card Number 98-89712
ISBN 0-89823-196-5
Cover and interior design and typesetting by Steve Canine
Printed in Canada
New Rivers Press is a nonprofit literary press dedicated to
publishing the very best emerging writers in our region,
nation, and world.
The publication of Dakota Incarnate has been made
possible by generous grants from the Jerome Foundation;
the North Dakota Council on the Arts; and Dayton's,
Mervyn's California, and Target Stores by the Dayton
Hudson Foundation.
Additional support has been provided by the General Mills
Foundation, the McKnight Foundation, the Star Tribune
Foundation, and the contributing members of New
Rivers Press.
NORTH
DAKOTA
COUNCIL
ON THE
ARTS
NATIONAL
ENDOWMENT
FOR THE
ARTS
VINNESOTA
New Rivers Press
420 North Fifth Street
Minneapolis, MN 55401",Dakota incarnate : a collection of short stories / Bill McDonald.,"New Rivers Press, 1999.","McDonald, Bill, 1924-",1999,mnu,4049499,42272782,"8,982,319,659,780,890,000,000",98089712,umich,google,https://catalog.hathitrust.org/Record/4049499,https://hdl.handle.net/2027/mdp.39015048926821,,,,,,,,,,
the Minnesota State Arts Board || the National Endowment for the Arts || the Andrew W. Mellon Foundation || the Lila Wallace-Reader's Digest Fund || United Arts,mdp.39015043178121,30,"soc H1 65 -G72 1993 Copyright © 1993 by Graywolf Press Introduction copyright © 1993 by Scott Walker Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation from the National Endowment for the Arts. Additional support has been provided by the Andrew W. Mellon Foundation, the Lila Wallace-Reader's Digest Fund, and other generous contributions from foundations, corporations, and individuals. Graywolf Press is a member agency of United Arts, Saint Paul. To these organizations and individuals who make our work possible, we offer heartfelt thanks. ISBN 1-55597-202-0 ISSN 0743-7471 9 8 7 6 5 4 3 2 First Printing, 1993 Published by Graywolf Press, 2402 University Avenue, Suite 203, Saint Paul, Minnesota 55114. All rights reserved. Cover is an art quilt, titled “Frenzy,"" by Libby Lehman © 1990. Soc",The Graywolf annual ten : Changing community / edited and with an introduction by Scott Walker.,"Graywolf Press, 1993.",,1993,mnu,3315739,29253572,"15,559,720,209,781,500,000,000",,umich,google,https://catalog.hathitrust.org/Record/3315739,https://hdl.handle.net/2027/mdp.39015043178121,,,,,,,,,,
the National Endowment for the Arts,mdp.39015061469030,21,"GRA Y WOLF PRESS : SAINT PAUL : 1985 SRAD PS trotest nous Copyright © 1980, 1981 by Sara Vogan All rights reserved. The author wishes to thank the National Endowment for the Arts, the lowa Writer's Workshop, and the Wallace Stegner Award Foundation for their support and encouragement. A portion of this novel appeared in a slightly different form in the lowa Review under the title “Silent Movies.” The song ""Shelly's Winter Love,” from which lyrics are quoted, was written by Merle Haggard. Copyright © 1970, 1973 by Blue Book Music, Bakersfield, California. Used by permission. Published by arrangement with Alfred A. Knopf. First published by Alfred A. Knopf in 1981. First Graywolf paperback edition, 1985. Publication of this volume is made possible in part by a grant from the National Endowment for the Arts ISBN 0-915308-67-3 Library of Congress Catalog Card Number 84-73375 Published by Graywolf Press",In Shelly's Leg : a novel / by Sara Vogan.,"Graywolf Press, 1985, c1981.","Vogan, Sara.",1981,mnu,4988321,12893679,"9,153,086,739,780,910,000,000",84073375,umich,google,https://catalog.hathitrust.org/Record/4988321,https://hdl.handle.net/2027/mdp.39015061469030,,,,,,,,,,
"the Star Tribunel Cowles Media Company || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Lila Wallace-Reader's Digest Fund || The McKnight Foundation || Lannan Foundation || Jerome Foundation || Target Stores, Dayton's, and Mervyn's by the Dayton Hudson Foundation || General Mills Foundation || St. Paul Companies || Honeywell Foundation || Beverly J. and John A. Rollwagen Fund of The Minneapolis Foundation || Prudential Foundation || The Andrew W. Mellon Foundation",mdp.39015036375510,26,"COFFEE HOUSE PRESS :: MINNEAPOLIS GRAD 828 G143ahe C, 2 Copyright © 1996 by M. Evelina Galang The following stories have appeared or are forthcoming in slightly different form in the following publications: “Our Fathers” in Riksha, and Special Edition Press; “Rose Colored” in Amerasia Journal, and New Voices; “Talk to Me, Milagros” in The Crescent Review; and “The Look-Alike Women,” “Lessons You Never Learned Back Home,” and “Mix Like Stir Fry” in Quarterly West, “Filming Sausage” in American Short Fiction, and “Her Wild American Self” in Calyx. Cover Illustration/Design by Patsy Welch Back cover photograph by Kate Kronick Book design by Jinger Peissig This project has been made possible through a major grant from the Star Tribunel Cowles Media Company. Additional support has been provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature; the National Endowment for the Arts; the Lila Wallace-Reader's Digest Fund; The McKnight Foundation; Lannan Foundation; Jerome Foundation; Target Stores, Dayton's, and Mervyn's by the Dayton Hudson Foundation; General Mills Foundation; St. Paul Companies; Honeywell Foundation; Beverly J. and John A. Rollwagen Fund of The Minneapolis Foundation; Prudential Foundation; and The Andrew W. Mellon Foundation.",Her wild American self : short stories / by M. Evelina Galang.,"Coffee House Press, c1996.","Galang, M. Evelina, 1961-",1996,mnu,3062946,34282103,"15,668,904,039,781,500,000,000",96033694,umich,google,https://catalog.hathitrust.org/Record/3062946,https://hdl.handle.net/2027/mdp.39015036375510,,,,,,,,,,
the Minne-sota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Northwest Area Foundation || United Arts || McKnight Founda-tion || the Minnesota State Arts Board,mdp.39015024931944,10,"GRAD
828
349991 «Veteran
Copyright © 1991 by Dana Gioia
The following poems, sometimes in earlier versions, appeared in the following publica-
tions: “Places to Return” in Connoisseur; “The Homecoming,” in Crosscurrents;
“Veteran's Cemetery” in the Formalist; “Counting the Children,” “Maze Without a
Minotaur,” and “Los Angeles After the Rain” in the Hudson Review; “Prayer"" and
“Planting a Sequoia” in the New Criterion; “All Souls”,” “Equations of the Light,” and
“Orchestra” in the New Yorker; “Becoming a Redwood” in the Paris Review; “Night
Watch,” “The Gods of Winter,” “On Approaching Forty,” “The Next Poem,” “My
Confessional Sestina,” and “Speaking of Love” in Poetry; “News from Nineteen Eighty-
Four” in the Reaper; “The Song"" in Sequoia; “The Silence of the Poets” in Southwest
Review; “Rough Country,” “Cleared Away,” and “Guide to the Other Gallery” in Verse;
""Money” in the Wallace Stevens Journal.
The first seven poems of this collection were printed in a limited edition titled, Planting
a Sequoia by Aralia Press; “Equations of the Light” and “Maze Without a Minotaur”
were published as Two Poems / Due Poesie by Linda Samson-Talleur; “Los Angeles After
the Rain” was reprinted in Anthology of Magazine Verse and Yearbook of American Poetry,
1986-1988; “Places to Return” and “All Souls”” appeared in the 1989 edition. The au-
thor thanks these editors and printers for their support.
Publication of this volume is made possible in part by a grant provided by the Minne-
sota State Arts Board, through an appropriation by the Minnesota State Legislature,
and by a grant from the National Endowment for the Arts. Additional support has been
provided by generous contributions from foundations, corporations, and individuals,
and through a major grant from the Northwest Area Foundation. Graywolf Press is a
member agency of United Arts, Saint Paul, and is a recipient of a McKnight Founda-
tion award administered by the Minnesota State Arts Board.
Published by GRAYWOLF PRESS
2402 University Avenue, Saint Paul, Minnesota s 5114
All rights reserved.
First printing
9 8 7 6 5 4 3 2
Library of Congress Cataloging-in-Publication Data
Gioia, Dana.
The gods of winter : poems / by Dana Gioia.
p. cm.
ISBN 1-5 5 597-147-4 : $22.95
ISBN 1-5 5 597-148-2 (pbk.) : $9.95
I. Title.
PS35 57.15215664 1991
811'.54-dc2o 90-24790",The gods of winter : poems / by Dana Gioia.,"Graywolf Press, 1991.","Gioia, Dana.",1991,mnu,2514274,22811855,"1,555,971,474,155,590,000,000,000,000,000,000,000,000,000,000",90024790,umich,google,https://catalog.hathitrust.org/Record/2514274,https://hdl.handle.net/2027/mdp.39015024931944,,,,,,,,,,
"the Jerome Foundation || Dayton's, Mervyn's California, and Target stores by the Dayton Hudson Foundation || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the General Mills Foundation || the McKnight Foundation || the Star Tribune Foundation || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD",mdp.39015048576782,6,"828
M829re
© 2000 by Winifred Moranville. All rights reserved
First edition
Library of Congress Card Catalog Number: 98-89719
ISBN: 0-89823-198-1
Cover illustration and design by John Keely
Interior design and typesetting by Patrie Design
Printed in Canada
This is a work of fiction. The names, characters, and events described in
these stories are the author's creation.
New Rivers Press is a nonprofit publishing house with a commitment to
literature by emerging writers.
The publication of The Record Player and Other Stories has been made
possible by generous grants from the Jerome Foundation and Dayton's,
Mervyn's California, and Target stores by the Dayton Hudson Foundation.
This activity is made possible in part by a grant provided by the Minnesota
State Arts Board, through an appropriation by the Minnesota State
Legislature. In addition, this activity is supported in part by a grant from
the National Endowment for the Arts.
Additional support has been provided by the General Mills Foundation,
the McKnight Foundation, the Star Tribune Foundation, and the
contributing members of New Rivers Press.
NATIONAL
ENDOWMENT
FOR THE
ARTS
MINNESOTA
STATE ARTS BOARD
New Rivers Press
420 North Fifth Street
Minneapolis, MN 55401
www.newriverspress.org",The record player and other stories / Winifred Moranville.,"New Rivers Press, 2000.","Moranville, Winifred.",2000,mnu,4079947,43644158,"8,982,319,819,780,890,000,000",98089719,umich,google,https://catalog.hathitrust.org/Record/4079947,https://hdl.handle.net/2027/mdp.39015048576782,,,,,,,,,,
the Min- nesota State Arts Board || the Minnesota State Legis- lature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation; the Lannan Foundation || Marshall Field's Project Imagine with support from the Target Foundation || the McKnight Foundation,mdp.39015055088408,15,"Grace Dane Mazur Graywolf Press SAINT PAUL, MINNESOTA 828 M4767 tr Copyright © 2002 by Grace Dane Mazur Publication of this volume is made possible in part by a grant provided by the Min- nesota State Arts Board, through an appropriation by the Minnesota State Legis- lature, a grant from the Wells Fargo Foundation Minnesota, and a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; the Lannan Foundation; Marshall Field's Project Imagine with support from the Target Foundation; the McKnight Foundation; and by other gener- ous contributions from foundations, corporations, and individuals. To these organiza- tions and individuals we offer our heartfelt thanks. This book is a work of fiction. Names, characters, places, and incidents either are products of the author's imagination or are used fictitiously. Any resemblance to ac- tual events or locales or persons, living or dead, is entirely coincidental. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org Published in the United States of America Printed in Canada ISBN 1-55597-364-7",Trespass / Grace Dane Mazur.,"Graywolf Press, c2002.","Mazur, Grace Dane.",2002,mnu,4256564,49845542,"15,559,736,479,781,500,000,000",2001096558,umich,google,https://catalog.hathitrust.org/Record/4256564,https://hdl.handle.net/2027/mdp.39015055088408,,,,,,,,,,
Elmer L. and Eleanor J. Andersen Foun- dation || The Bush Foundation || Dayton Hudson Foundation || Jerome Foundation || Minnesota State Arts Board || the National Endowment for the Arts || Northwest Area Foundation,mdp.39015022027505,52,"The publisher thanks the following organizations whose support helped make this book possible: Elmer L. and Eleanor J. Andersen Foun- dation; The Bush Foundation; Dayton Hudson Foundation; Jerome Foundation; Minnesota State Arts Board; the National Endowment for the Arts, a federal agency; and Northwest Area Foundation. Copyright © 1991 by George Evans. Back cover photograph by Michelle Vignes. Cover design by Gail Grant. Library of Congress Cataloging-in-Publication Data Evans, George, 1948- Sudden dreams : new & selected poems / by George Evans. p. cm. ISBN o-918273-86-2: $8.95 1. Title. PS3555. V2 165 S8 1991 9I-Io Io'ſ 81 I’.54 – d.czo CIP C 1 tº ºf * * * º nº) Contents Saturday Towards Evening 3 Almost Perfect 4 A Summer 5 Working for the Iceman",Sudden dreams : new & selected poems / by George Evans.,"Coffee House Press, 1991.","Evans, George, 1948-",1991,mnu,2488913,23286899,"9,182,738,629,780,910,000,000",91010107,umich,google,https://catalog.hathitrust.org/Record/2488913,https://hdl.handle.net/2027/mdp.39015022027505,,,,,,,,,,
