htid,access,rights,ht_bib_key,description,source,source_bib_num,oclc_num,isbn,issn,lccn,title,imprint,rights_reason_code,rights_timestamp,us_gov_doc_flag,rights_date_used,pub_place,lang,bib_fmt,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,author,catalog_url,handle_url,publisher,501c3,in_twin_cities,donor_list
mdp.39015064688768,0,ic,5225932,,MIU,990052259320106381,62525192,"1566891825,9781566891820",,2005035804,A strange commonplace / Gilbert Sorrentino.,"Coffee House Press, c2006.",bib,2012-05-16 19:30:45,0,2006,miu,eng,BK,MIU,umich,umich,google,google,"Sorrentino, Gilbert.",https://catalog.hathitrust.org/Record/5225932,https://hdl.handle.net/2027/mdp.39015064688768,Coffee House Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'stephen and isabel keating', 'outagamie foundation', None, None, 'west group', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015064764965,0,ic,5288430,,MIU,990052884300106381,67361100,"1566891876,9781566891875",,2006011901,The exquisite : a novel / Laird Hunt.,"Coffee House Press, 2006.",bib,2012-07-01 19:30:27,0,2006,mnu,eng,BK,MIU,umich,umich,google,google,"Hunt, Laird.",https://catalog.hathitrust.org/Record/5288430,https://hdl.handle.net/2027/mdp.39015064764965,Coffee House Press,True,True,"['national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'bush foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'gary fink', 'rebecca rand', 'james r. thorpe foundation', None, None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015064765012,0,ic,5288437,,MIU,990052884370106381,65978665,"1566891930,9781566891936",,2006011899,Teahouse of the almighty : poems / by Patricia Smith,"Coffee House Press, c2006",bib,2012-06-30 19:30:28,0,2006,mnu,eng,BK,MIU,umich,umich,google,google,"Smith, Patricia, 1955-",https://catalog.hathitrust.org/Record/5288437,https://hdl.handle.net/2027/mdp.39015064765012,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'bush foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'stephen and isabel keating', 'outagamie foundation', None, 'james r. thorpe foundation', None, 'thr/west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015064766804,0,ic,5288426,,MIU,990052884260106381,66463679,"1566891914,9781566891912",,2006012062,The mountain in the sea : poems / Victor Hernández Cruz,"Coffee House Press, 2006",bib,2012-05-16 19:30:46,0,2006,mnu,eng,BK,MIU,umich,umich,google,google,"Cruz, Victor Hernández, 1949-",https://catalog.hathitrust.org/Record/5288426,https://hdl.handle.net/2027/mdp.39015064766804,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'gary fink', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015066770291,0,ic,5376749,,MIU,990053767490106381,67405534,"1566891884,9781566891882",,2006012060,The open curtain : a novel / Brian Evenson,"Coffee House Press, 2006",bib,2012-06-26 19:30:22,0,2006,mnu,eng,BK,MIU,umich,umich,google,google,"Evenson, Brian, 1966-",https://catalog.hathitrust.org/Record/5376749,https://hdl.handle.net/2027/mdp.39015066770291,Coffee House Press,True,True,[]
mdp.39015066787212,0,ic,5291460,,MIU,990052914600106381,67405535,"1566891892,1566891906,9781566891899,9781566891905",,2006012061,The architecture of language : poems / Quincy Troupe,"Coffee House Press, 2006",bib,2012-07-10 19:30:54,0,2006,mnu,eng,BK,MIU,umich,umich,google,google,"Troupe, Quincy",https://catalog.hathitrust.org/Record/5291460,https://hdl.handle.net/2027/mdp.39015066787212,Coffee House Press,True,True,"['minnesota state arts board', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'bush foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'gary fink', 'rebecca rand', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015067679897,0,ic,5546755,,MIU,990055467550106381,76897666,"1566891973,9781566891974",,2006039246,Ripple effect : new and selected poems / by Elaine Equi,"Coffee House Press, c2007",bib,2012-05-16 19:30:47,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Equi, Elaine",https://catalog.hathitrust.org/Record/5546755,https://hdl.handle.net/2027/mdp.39015067679897,Coffee House Press,True,True,[]
mdp.39015068793960,0,ic,5560230,,MIU,990055602300106381,76481526,"1566891965,9781566891967",,2006038520,ULULU : clown shrapnel / by Thalia Field ; with silent film by Bill Morrison and illustrations by Abbot Stranahan,"Coffee House Press ; Available to the trade through Consortium Book Sales & Distribution, c2007",bib,2012-05-16 19:30:48,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Field, Thalia, 1966-",https://catalog.hathitrust.org/Record/5560230,https://hdl.handle.net/2027/mdp.39015068793960,Coffee House Press,True,True,"['foundation for contemporary arts', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015068803397,0,ic,5560250,,MIU,990055602500106381,76786718,"1566891949,9781566891943",,2006038347,The ocean in the closet : a novel / Yuko Taniguchi,"Coffee House Press, 2007",bib,2012-06-26 19:30:23,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Taniguchi, Yuko, 1975-",https://catalog.hathitrust.org/Record/5560250,https://hdl.handle.net/2027/mdp.39015068803397,Coffee House Press,True,True,[]
mdp.39015068816878,0,ic,5557951,,MIU,990055579510106381,76786730,"1566891957,9781566891950",,2006038522,The last communist virgin : stories / by Wang Ping.,"Coffee House Press, 2007.",bib,2012-06-25 19:30:25,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Wang, Ping, 1957-",https://catalog.hathitrust.org/Record/5557951,https://hdl.handle.net/2027/mdp.39015068816878,Coffee House Press,True,True,"['national endowment for the arts', 'mcknight foundation', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'buuck family foundation', 'patrick and aimee butler family foundation', 'gary fink', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015069302142,0,ic,5562232,,MIU,990055622320106381,,"1566891981,9781566891981",,,Broken world : poems.,"Coffee House Press, c2007.",bib,2012-07-01 19:30:29,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Lease, Joseph.",https://catalog.hathitrust.org/Record/5562232,https://hdl.handle.net/2027/mdp.39015069302142,Coffee House Press,True,True,[]
mdp.39015069361908,0,ic,5557812,,MIU,990055578120106381,,"1566892007,9781566892001",,,Living will : poems.,"Coffee House Press, c2007.",bib,2008-11-13 23:30:04,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Hilton, David, 1938-2005.",https://catalog.hathitrust.org/Record/5557812,https://hdl.handle.net/2027/mdp.39015069361908,Coffee House Press,True,True,"['woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'patrick and aimee butler family foundation', 'gary fink', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'thompson west', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'national endowment for the arts']"
mdp.39015070756344,0,ic,5616275,,MIU,990056162750106381,137260064,"1566892015,9781566892018",,2007021002,The meat and spirit plan : a novel / Selah Saterstrom,"Coffee House Press, 2007",bib,2012-06-25 19:30:27,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Saterstrom, Selah, 1974-",https://catalog.hathitrust.org/Record/5616275,https://hdl.handle.net/2027/mdp.39015070756344,Coffee House Press,True,True,"['the meat and spirit plan was designed at coffee house press', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015070756799,0,ic,5616255,,MIU,990056162550106381,134991479,"156689204X,9781566892049",,2007021003,The marvelous bones of time : excavations and explanations : poetry / by Brenda Coultas,"Coffee House Press, c2007",bib,2012-07-01 19:30:30,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Coultas, Brenda",https://catalog.hathitrust.org/Record/5616255,https://hdl.handle.net/2027/mdp.39015070756799,Coffee House Press,True,True,['new york foundation for the arts']
mdp.39015070756849,0,ic,5616272,,MIU,990056162720106381,123818338,"1566892031,9781566892032",,2007017772,How to be perfect / by Ron Padgett,"Coffee House Press, c2007",bib,2012-06-25 19:30:27,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Padgett, Ron, 1942-",https://catalog.hathitrust.org/Record/5616272,https://hdl.handle.net/2027/mdp.39015070756849,Coffee House Press,True,True,"['minnesota state arts board', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015070773166,0,ic,5605266,,MIU,990056052660106381,123912646,"1566892058,9781566892056",,2007017784,Vertigo : poems / Martha Ronk,"Coffee House Press, c2007",bib,2012-05-16 19:30:50,0,2007,mnu,eng,BK,MIU,umich,umich,google,google,"Ronk, Martha Clare",https://catalog.hathitrust.org/Record/5605266,https://hdl.handle.net/2027/mdp.39015070773166,Coffee House Press,True,True,"[None, 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015073890645,0,ic,5687976,,MIU,990056879760106381,181730495,"1566892066,1566892104,9781566892063,9781566892100",,2007046388,Rounding the human corners : poems / Linda Hogan ; introduction by William Kittredge,"Coffee House Press, 2008",bib,2012-05-12 19:31:01,0,2008,mnu,eng,BK,MIU,umich,umich,google,google,"Hogan, Linda",https://catalog.hathitrust.org/Record/5687976,https://hdl.handle.net/2027/mdp.39015073890645,Coffee House Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'rebecca rand', 'james r. thorpe foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015073918438,0,ic,5688701,,MIU,990056887010106381,181730499,"1566892066,1566892139,9781566892063,9781566892131",,2007046394,Saltwater empire : poetry / Raymond McDaniel.,"Coffee House Press : Distributor, Consortium Book Sales & Distribution, 2008.",bib,2008-09-16 22:30:31,0,2008,mnu,eng,BK,MIU,umich,umich,google,google,"McDaniel, Raymond, 1969-",https://catalog.hathitrust.org/Record/5688701,https://hdl.handle.net/2027/mdp.39015073918438,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015073918453,0,ic,5688691,,MIU,990056886910106381,181730497,"1566892066,1566892120,9781566892063,9781566892124",,2007046392,Isle of the signatories : poems / Marjorie Welish.,"Coffee House Press ; Distributor, Consortium Book Sales & Distribution, 2008.",bib,2008-09-16 22:30:31,0,2008,mnu,eng,BK,MIU,umich,umich,google,google,"Welish, Marjorie, 1944-",https://catalog.hathitrust.org/Record/5688691,https://hdl.handle.net/2027/mdp.39015073918453,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'jennifer haugh', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'woessner freeman family foundation', 'minnesota state arts board', 'target']"
mdp.39015076178550,0,ic,5691195,,MIU,990056911950106381,182529285,"1566892082,9781566892087",,2007046386,The latehomecomer : a Hmong family memoir / Kao Kalia Yang.,"Coffee House Press, 2008.",bib,2012-08-30 19:30:26,0,2008,mnu,eng,BK,MIU,umich,umich,google,google,"Yang, Kao Kalia, 1980-",https://catalog.hathitrust.org/Record/5691195,https://hdl.handle.net/2027/mdp.39015076178550,Coffee House Press,True,True,"['jerome foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
mdp.39015078783225,0,ic,6305098,,MIU,990063050980106381,261176364,"1566892287,9781566892285",,2008052608,Coal mountain elementary / Mark Nowak ; with photographs by Ian Teh and Mark Nowak.,"Coffee House Press : Distributor, Constortium Book Sales & Distribution, 2009.",bib,2012-03-30 10:30:28,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Nowak, Mark, 1964-",https://catalog.hathitrust.org/Record/6305098,https://hdl.handle.net/2027/mdp.39015078783225,Coffee House Press,True,True,"['mcknight foundation', 'bush foundation', 'target', 'minnesota state arts board', 'national endowment for the arts', 'patrick and aimee butler family foundation', 'buuck family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'james r. thorpe foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', None]"
mdp.39015078783316,0,ic,6305291,,MIU,990063052910106381,261176534,"1566892309,9781566892308",,2008052609,The spoils : poems / Ted Mathys.,"Coffee House Press : Distributor, Consortium Book Sales & Distribution, 2009.",bib,2010-07-10 20:31:40,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Mathys, Ted, 1979-",https://catalog.hathitrust.org/Record/6305291,https://hdl.handle.net/2027/mdp.39015078783316,Coffee House Press,True,True,"['jerome foundation', 'national endowment for the arts', 'mcknight foundation', 'bush foundation', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'patrick and aimee butler family foundation', 'patrick and aimee butler family foundation', 'buuck family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'james r. thorpe foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', None]"
mdp.39015078785394,0,ic,6767015,,MIU,990067670150106381,261176533,"1566892066,1566892295,9781566892063,9781566892292",,2008052607,Portrait and dream : new and selected poems / Bill Berkson.,"Coffee House Press : Distributor, Consortium Book Sales & Distribution, 2009.",bib,2012-02-24 04:30:03,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Berkson, Bill.",https://catalog.hathitrust.org/Record/6767015,https://hdl.handle.net/2027/mdp.39015078785394,Coffee House Press,True,True,"['mcknight foundation', 'bush foundation', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'patrick and aimee butler family foundation', 'buuck family foundation', 'lenfesty family foundation', 'james r. thorpe foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', None]"
mdp.39015078793679,0,ic,6782205,,MIU,990067822050106381,261175912,"1566892066,1566892236,9781566892063,9781566892230",,2008052719,German for travelers : a novel in 95 lessons / Norah Labiner.,"Coffee House Press : Distributor, Consortium Book Sales & Distribution, 2009.",bib,2010-07-10 21:30:40,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Labiner, Norah, 1967-",https://catalog.hathitrust.org/Record/6782205,https://hdl.handle.net/2027/mdp.39015078793679,Coffee House Press,True,True,"['national endowment for the arts', 'mcknight foundation', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'patrick and aimee butler family foundation', 'buuck family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', None]"
mdp.39015080866885,0,ic,6856590,,MIU,990068565900106381,261176595,"1566892066,1566892260,9781566892063,9781566892261",,2008052723,All fall down : stories / Mary Caponegro.,"Coffee House Press : [Distributed by] Consortium Book Sales & Distribution, 2009.",bib,2012-09-25 04:30:04,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Caponegro, Mary, 1956-",https://catalog.hathitrust.org/Record/6856590,https://hdl.handle.net/2027/mdp.39015080866885,Coffee House Press,True,True,"['national endowment for the arts', 'mcknight foundation', 'bush foundation', 'target', 'minnesota state arts board', 'minnesota state legislature', 'patrick and aimee butler family foundation', 'buuck family foundation', 'lenfesty family foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', None]"
mdp.39015080872602,0,ic,6857182,,MIU,990068571820106381,261175967,"1566892066,1566892252,9781566892063,9781566892254",,2008052722,Fugue state : stories / Brian Evenson ; with art by Zak Sally.,"Coffee House Press : [Distributed by] Consortium Book Sales & Distribution, 2009.",bib,2010-07-09 20:30:48,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Evenson, Brian, 1966-",https://catalog.hathitrust.org/Record/6857182,https://hdl.handle.net/2027/mdp.39015080872602,Coffee House Press,True,True,[]
mdp.39015080873279,0,ic,6834791,,MIU,990068347910106381,261176593,"1566892066,1566892244,9781566892063,9781566892247",,2008052721,The Hebrew tutor of Bel Air / Allan Appel.,"Coffee House Press, 2009.",bib,2010-07-10 21:30:52,0,2009,mnu,eng,BK,MIU,umich,umich,google,google,"Appel, Allan.",https://catalog.hathitrust.org/Record/6834791,https://hdl.handle.net/2027/mdp.39015080873279,Coffee House Press,True,True,"['mcknight foundation', 'bush foundation', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'patrick and aimee butler family foundation', 'buuck family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', None]"
txu.059172101313253,0,ic,2437206,,TXU,b23177846,14167765,"0918273234,9780918273239",,86020765,Lucha : a novella / by Constance Urdang.,"Coffee House Press, 1986.",bib,2016-04-23 03:26:47,0,1986,mnu,eng,BK,TXU,utexas,utexas,google,google,"Urdang, Constance.",https://catalog.hathitrust.org/Record/2437206,https://hdl.handle.net/2027/txu.059172101313253,Coffee House Press,True,True,[]
txu.059173000774965,0,ic,2806243,,TXU,b3885045x,28254693,"156689011X,9781566890113",,"93025176,93025176 //r93",A place where the sea remembers : a novel / by Sandra Benítez.,"Coffee House Press, 1993.",bib,2016-04-23 03:28:04,0,1993,mnu,eng,BK,TXU,utexas,utexas,google,google,"Benítez, Sandra, 1941-",https://catalog.hathitrust.org/Record/2806243,https://hdl.handle.net/2027/txu.059173000774965,Coffee House Press,True,True,[]
txu.059173005076977,0,ic,3949490,,TXU,b43783326,36954538,"1566890632,9781566890632",,97015993,Floating kingdom : a novel / by George Rabasa.,"Coffee House Press, c1997.",bib,2016-04-23 03:29:01,0,1997,mnu,eng,BK,TXU,utexas,utexas,google,google,"Rabasa, George, 1941-",https://catalog.hathitrust.org/Record/3949490,https://hdl.handle.net/2027/txu.059173005076977,Coffee House Press,True,True,[]
txu.059173005631692,0,ic,101030579,,TXU,b43860199,36961007,"1566890675,9781566890670",,97016016,Cantos to blood & honey : poems / by Adrian Castro.,"Coffee House Press, c1997.",bib,2016-04-23 03:29:14,0,1997,mnu,eng,BK,TXU,utexas,utexas,google,google,"Castro, Adrian, 1967-",https://catalog.hathitrust.org/Record/101030579,https://hdl.handle.net/2027/txu.059173005631692,Coffee House Press,True,True,[]
txu.059173010259648,0,ic,101031884,,TXU,b52901828,45963238,"1566891116,9781566891110",,2001028061,Bird at my window / Rosa Guy ; foreword by Sandra Adell.,"Coffee House Press ; Primary distributor, Consortium Book Sales & Distribution, c2001.",bib,2016-04-27 03:29:39,0,2001,mnu,eng,BK,TXU,utexas,utexas,google,google,"Guy, Rosa.",https://catalog.hathitrust.org/Record/101031884,https://hdl.handle.net/2027/txu.059173010259648,Coffee House Press,True,True,[]
txu.059173015338005,0,ic,4748118,,TXU,b59630760,55597180,"1566891612,9781566891615",,2004012787,Autopsy of an engine and other stories from the Cadillac plant / Lolita Hernandez.,"Coffee House Press, c2004.",bib,2016-04-27 03:33:56,0,2004,mnu,eng,BK,TXU,utexas,utexas,google,google,"Hernandez, Lolita, 1947-",https://catalog.hathitrust.org/Record/4748118,https://hdl.handle.net/2027/txu.059173015338005,Coffee House Press,True,True,[]
txu.059173016619837,0,ic,5031614,,TXU,b59711693,57123675,"1566891728,9781566891721",,2004027802,Wise fish : tales in 6/8 time : poems / by Adrian Castro.,"Coffee House Press : Distributor, Consortium Book Sales and Distribution, c2005.",bib,2016-04-27 03:35:44,0,2005,mnu,eng,BK,TXU,utexas,utexas,google,google,"Castro, Adrian, 1967-",https://catalog.hathitrust.org/Record/5031614,https://hdl.handle.net/2027/txu.059173016619837,Coffee House Press,True,True,[]
txu.059173019184661,0,ic,5288426,,TXU,b61251835,66463679,"1566891914,9781566891912",,2006012062,The mountain in the sea : poems / Victor Hernández Cruz,"Coffee House Press, 2006",bib,2016-04-28 03:29:22,0,2006,mnu,eng,BK,TXU,utexas,utexas,google,google,"Cruz, Victor Hernández, 1949-",https://catalog.hathitrust.org/Record/5288426,https://hdl.handle.net/2027/txu.059173019184661,Coffee House Press,True,True,[]
uc1.32106007953653,0,ic,7105650,,UC,b10823244,11532484,"0918273099,9780918273093",,84028517,"The lotus lovers : poems & songs / Tzu Yeh, Li Chʼing-chao ; translated ; [Chinese figure drawings by Sam Hamill].","Coffee House Press, 1985.",bib,2010-10-23 20:33:16,0,1985,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Tzu, Yeh, 4th cent.",https://catalog.hathitrust.org/Record/7105650,https://hdl.handle.net/2027/uc1.32106007953653,Coffee House Press,True,True,"['national endowment for the arts', 'national endowment for the arts']"
uc1.32106012923758,0,ic,3115316,v.3,UC,b19194638,34623025,"1566890500,9781566890502",,96002777,Collected works / Paul Metcalf,"Coffee House Press, 1996-1997.",bib,2010-07-20 08:54:04,0,1997,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Metcalf, Paul C",https://catalog.hathitrust.org/Record/3115316,https://hdl.handle.net/2027/uc1.32106012923758,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'james r. thorpe foundation', 'patrick and aimee butler family foundation']"
uc1.32106013248098,0,ic,3115316,v.1,UC,b19194638,34623025,"1566890500,9781566890502",,96002777,Collected works / Paul Metcalf,"Coffee House Press, 1996-1997.",bib,2010-07-20 08:53:50,0,1997,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Metcalf, Paul C",https://catalog.hathitrust.org/Record/3115316,https://hdl.handle.net/2027/uc1.32106013248098,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'james r. thorpe foundation', None]"
uc1.32106013825804,0,ic,3995902,,UC,b19920969,37864098,"1566890691,9781566890694",,97043267,Sacred vows : poetry / by U Sam Oeur ; translated from Khmer by Ken McCullough and U Sam Oeur,"Coffee House Press ; Primary distributor, Consortium Book Sales & Distribution, c1998",bib,2009-12-08 23:30:12,0,1998,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"U Sam Oeur, 1936-",https://catalog.hathitrust.org/Record/3995902,https://hdl.handle.net/2027/uc1.32106013825804,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'patrick and aimee butler family foundation', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'james r. thorpe foundation', 'dain bosworth foundation', 'pentair, inc.', None]"
uc1.32106013926032,0,ic,3115316,v.2,UC,b19194638,34623025,"1566890500,9781566890502",,96002777,Collected works / Paul Metcalf,"Coffee House Press, 1996-1997.",bib,2010-07-20 08:53:50,0,1997,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Metcalf, Paul C",https://catalog.hathitrust.org/Record/3115316,https://hdl.handle.net/2027/uc1.32106013926032,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'patrick and aimee butler family foundation', 'honeywell foundation', 'star tribune foundation', 'james r. thorpe foundation', 'pentair, inc.']"
uc1.32106018715331,0,ic,5288437,,UC,b24983524,65978665,"1566891930,9781566891936",,2006011899,Teahouse of the almighty : poems / by Patricia Smith,"Coffee House Press, c2006",bib,2010-09-20 20:33:38,0,2006,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Smith, Patricia, 1955-",https://catalog.hathitrust.org/Record/5288437,https://hdl.handle.net/2027/uc1.32106018715331,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'bush foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'stephen and isabel keating', 'outagamie foundation', None, 'james r. thorpe foundation', None, 'thr/west', 'woessner freeman family foundation', 'minnesota state arts board', 'national endowment for the arts', 'target']"
uc1.32106018715380,0,ic,5288426,,UC,b24982775,66463679,"1566891914,9781566891912",,2006012062,The mountain in the sea : poems / Victor Hernández Cruz,"Coffee House Press, 2006",bib,2009-11-24 22:30:05,0,2006,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Cruz, Victor Hernández, 1949-",https://catalog.hathitrust.org/Record/5288426,https://hdl.handle.net/2027/uc1.32106018715380,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'gary fink', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
